,personUri,personLabel,birthYear,gender,countries,continents,occupations,fields
25030,http://www.wikidata.org/entity/Q3144829,Hélène Oettingen,1885,female,France,Europe,"painter, poet, writer","art critic, literature, poet, visual arts"
25032,http://www.wikidata.org/entity/Q95099782,Karel B. Jičínský,1885,male,Czechoslovakia,Europe,"actor, director, dramaturge, playwright, stage actor, theatrical director","acting, directing, literature"
25033,http://www.wikidata.org/entity/Q104626090,Władysław Kłyszewski,1885,male,Poland,Europe,"librarian, opinion journalist, philosopher, writer","art history, creative and professional writing, historic preservation, history of literature, opinion journalism, philology, philosophy"
25038,http://www.wikidata.org/entity/Q59198702,Karel Šelepa,1885,male,Czechoslovakia,Europe,"accountant, poet, prose writer, writer","literature, poetry"
25039,http://www.wikidata.org/entity/Q12725519,Constantin Gane,1885,male,Romania,Europe,"biographer, lawyer, writer","history, literature, memoir literature"
25041,http://www.wikidata.org/entity/Q23638919,Günther Bugge,1885,male,Germany,Europe,"chemist, writer","chemistry, literature"
25052,http://www.wikidata.org/entity/Q59525500,Caspar Nink,1885,male,Germany,Europe,"philosopher, priest, theologian","Catholic theology, pastoral care, philosophy"
25053,http://www.wikidata.org/entity/Q55559934,Maurice Boucher,1885,male,France,Europe,"germanist, translator, university teacher","educational system, linguistics, literature"
25055,http://www.wikidata.org/entity/Q1955589,Mustafa 'Abd al-Raziq,1885,male,Kingdom of Egypt,Africa,"journalist, philosopher, politician, university teacher",Islamic philosophy
25058,http://www.wikidata.org/entity/Q27712386,Louis-Charles Royer,1885,male,France,Europe,"novelist, writer",literature
25060,http://www.wikidata.org/entity/Q4130456,Georgy Vyatkin,1885,male,Soviet Union,Europe,"literary critic, opinion journalist, playwright, poet, prose writer, writer","drama, literary criticism, literature, opinion journalism, prose"
25065,http://www.wikidata.org/entity/Q20057507,Jan Thon,1886,male,Czechoslovakia,Europe,"librarian, opinion journalist, pedagogue, poet, teacher, writer","bibliography, freemasonry, history of literature, library science, literature"
25069,http://www.wikidata.org/entity/Q65245826,Tyyni Vahter,1886,female,Finland,Europe,"ethnologist, historian, museologist, writer","ethnology, history, literature, museology"
25070,http://www.wikidata.org/entity/Q93123128,Jožka Kolmanová-Červinková-Havlíková,1886,female,Czechoslovakia,Europe,"translator, writer","literature, translation"
25072,http://www.wikidata.org/entity/Q1707751,Joseph Opatoshu,1886,male,United States,North America,"novelist, writer",creative and professional writing
25079,http://www.wikidata.org/entity/Q4145897,Aleksandr Gorsky,1886,male,Soviet Union,Europe,"opinion journalist, philosopher, poet","Russian cosmism, opinion journalism, philosophy of religion, poetry, religious philosophy"
25084,http://www.wikidata.org/entity/Q12022165,J. R. Hradecký,1886,male,Czechoslovakia,Europe,"playwright, writer","journalism, literature"
25093,http://www.wikidata.org/entity/Q56249310,Tomas Cep,1886,male,Czechoslovakia,Europe,"folklorist, librarian, opinion journalist, philosopher, secondary school teacher, sociologist, teacher, university teacher","educational system, philosophy, sociology"
25097,http://www.wikidata.org/entity/Q5294189,Donald Corley,1886,male,United States,North America,"architect, illustrator, novelist, writer",short story
25099,http://www.wikidata.org/entity/Q969176,Edward Bach,1886,male,United Kingdom,Europe,"philosopher, physician, writer","Bach flowers, alternative medicine, bacteriology, homeopathy, medicine"
25106,http://www.wikidata.org/entity/Q15691615,Włodzimierz Dolański,1886,male,Poland,Europe,"journalist, pedagogue, pianist","ophthalmopedia, person with visual disabilities, philosophy, piano performance, special education"
25107,http://www.wikidata.org/entity/Q8075833,Zygmunt Łempicki,1886,male,Poland,Europe,"cultural studies scholar, germanist, historian, opinion journalist, philosopher","German studies, cultural history, history of literature, literary theory, opinion journalism, philosophy of culture"
25114,http://www.wikidata.org/entity/Q3100646,Geneviève Fauconnier,1886,female,France,Europe,"novelist, writer",literature
25116,http://www.wikidata.org/entity/Q7943087,Stanisław Miłaszewski,1886,male,Poland,Europe,"playwright, poet, translator","literature, translating activity"
25125,http://www.wikidata.org/entity/Q95175446,Marie Martínková,1886,female,Czechoslovakia,Europe,"editing staff, poet, prose writer, writer","literary theory, literature, poetry"
25127,http://www.wikidata.org/entity/Q110609063,Lila Bubelová,1886,female,Poland,Europe,"official, playwright, poet, translator, writer","literature, translation"
25139,http://www.wikidata.org/entity/Q94881178,Paul Altheer,1887,male,Switzerland,Europe,"editing staff, journalist, playwright, poet, screenwriter, writer","drama, journalism, literature, poetry"
25142,http://www.wikidata.org/entity/Q1408025,Stanley Vestal,1887,male,United States,North America,"historian, novelist, poet, university teacher, writer","English, biography, creative writing, cultural history, history"
25145,http://www.wikidata.org/entity/Q3132932,Henry Malherbe,1887,male,France,Europe,"journalist, literary critic, prose writer, writer","journalism, literary criticism, literature, prose"
25146,http://www.wikidata.org/entity/Q93626372,Antonie Menčlová,1887,female,Czechoslovakia,Europe,"playwright, poet, teacher, writer","drama, literature, pedagogy, poetry"
25151,http://www.wikidata.org/entity/Q59529819,Alina Borioli,1887,female,Switzerland,Europe,"poet, teacher, writer",literature
25155,http://www.wikidata.org/entity/Q25480663,Simeon Andreev,1887,male,Bulgaria,Europe,"journalist, librarian, poet, translator, writer","journalism, literature, translating activity"
25162,http://www.wikidata.org/entity/Q61483281,Viggo Cavling,1887,male,Kingdom of Denmark,Europe,"journalist, newspaper editor, playwright, screenwriter, writer","drama, film, journalism, literature"
25167,http://www.wikidata.org/entity/Q3605786,Adriano Tilgher,1887,male,Kingdom of Italy,Europe,"essayist, philosopher, translator","Italian literature, literary aesthetics, theatre literature"
25169,http://www.wikidata.org/entity/Q12724170,Claudia Millian,1887,female,Romania,Europe,"opinion journalist, playwright, poet, writer","drama, literature, poetry"
25179,http://www.wikidata.org/entity/Q61775906,František Šindelář,1887,male,Czechoslovakia,Europe,"painter, pedagogue, philologist, prose writer, teacher, traveler, writer","literature, visual arts"
25182,http://www.wikidata.org/entity/Q2649555,Alma Johanna Koenig,1887,female,Austria,Europe,"novelist, playwright, translator, writer",literature
25186,http://www.wikidata.org/entity/Q17771801,Ivan Matičič,1887,male,"Kingdom of Serbs, Croats and Slovenes",Europe,"playwright, printer, prose writer, writer","drama, historical prose literature, literature, pressing, prose, radio writing"
25188,http://www.wikidata.org/entity/Q95454276,Lomikar Kleiner,1887,male,Czechoslovakia,Europe,"actor, editing staff, illustrator, journalist, poet, prose writer, writer","acting, editing, film screenwriting, journalism, literature, poetry, visual arts"
25189,http://www.wikidata.org/entity/Q20978398,Johan Luger,1887,male,Kingdom of the Netherlands,Europe,"journalist, writer","journalism, literature"
25192,http://www.wikidata.org/entity/Q630454,S. S. Van Dine,1887,male,United States,North America,"art critic, critic, journalist, literary critic, novelist, screenwriter, writer","art criticism, detective literature, literary criticism"
25197,http://www.wikidata.org/entity/Q113376144,Mikhail Vladimirovich Shik,1887,male,Russia,Europe,"Eastern Orthodox priest, historian, military personnel, philosopher","history, pastoral care, philosophy"
25198,http://www.wikidata.org/entity/Q95236977,František Skřivánek,1887,male,Czechoslovakia,Europe,"musician, writer","literature, music"
25209,http://www.wikidata.org/entity/Q13422655,Hugo Gnielczyk,1888,male,Germany,Europe,"teacher, writer","literature, local history, pedagogy"
25211,http://www.wikidata.org/entity/Q47520346,Gertrude C. Bussey,1888,female,United States,North America,"academic, activist, philosopher","philosophy, women's rights"
25213,http://www.wikidata.org/entity/Q2641826,Alexander Bessmertny,1888,male,German Reich,Europe,"journalist, literary critic, writer","journalism, literary criticism, literature"
25215,http://www.wikidata.org/entity/Q55770622,Aimé Dupuy,1888,male,France,Europe,writer,"literary theory, literature"
25218,http://www.wikidata.org/entity/Q4411468,Runar Schildt,1888,male,Finland,Europe,"playwright, translator, writer","drama, literature, translation"
25220,http://www.wikidata.org/entity/Q23765768,Martial Piéchaud,1888,male,France,Europe,"literary critic, playwright, writer","drama, literary criticism, literature"
25221,http://www.wikidata.org/entity/Q6174593,Samuel Shellabarger,1888,male,United States,North America,"novelist, pedagogue, writer","literature, pedagogy"
25229,http://www.wikidata.org/entity/Q3166180,Jean-Jacques Bernard,1888,male,France,Europe,"novelist, playwright, writer","drama, novel"
25231,http://www.wikidata.org/entity/Q17350071,Jules Castier,1888,male,France,Europe,"engineer, translator, writer","engineer, literature, translation, translation from English"
25232,http://www.wikidata.org/entity/Q81826514,Franz Karl Anton Rose,1888,male,Germany,Europe,"journalist, writer","journalism, literature"
25239,http://www.wikidata.org/entity/Q16169734,Aleksandr Gavronskiĭ,1888,male,Soviet Union,Europe,"film director, philosopher, theatrical director","directing, film direction, philosophy"
25242,http://www.wikidata.org/entity/Q1595809,Nagayo Yoshirō,1888,male,Japan,Asia,"critic, literary critic, novelist, playwright, screenwriter, writer","creative and professional writing, drama, prose"
25244,http://www.wikidata.org/entity/Q11852892,Artturi Leinonen,1888,male,Finland,Europe,"journalist, politician, primary school teacher, writer","education, journalism, literature, politics"
25246,http://www.wikidata.org/entity/Q4895751,Bertram Brooker,1888,male,Canada,North America,"journalist, novelist, painter","painting, writing"
25247,http://www.wikidata.org/entity/Q15991242,Frank Wollman,1888,male,Czechoslovakia,Europe,"dramaturge, ethnographer, historian, literary scholar, playwright, poet, slavist, theatrologist, university teacher, writer","literary studies, literature, poetry"
25248,http://www.wikidata.org/entity/Q4013251,Vincenzo Fani Ciotti,1888,male,Kingdom of Italy,Europe,"journalist, poet, science fiction writer, writer","futurism, journalism, literature, poetry, science fiction, science fiction literature"
25259,http://www.wikidata.org/entity/Q4056993,Nikolai Agnivtsev,1888,male,Russian Empire,North America,"playwright, poet, writer","children's and youth literature, literature"
25268,http://www.wikidata.org/entity/Q55894160,Richard Strohal,1888,male,Austria,Europe,"pedagogue, philosopher, psychologist","pedagogy, philosophy, psychology"
25274,http://www.wikidata.org/entity/Q7650942,Suzanne Renaud,1889,female,France,Europe,"linguist, poet, translator, writer","literature, poetry, translation"
25277,http://www.wikidata.org/entity/Q1675840,Ivy Low Litvinov,1889,female,Soviet Union,Europe,"novelist, opinion journalist, translator, writer","creative and professional writing, opinion journalism, translating activity"
25280,http://www.wikidata.org/entity/Q55677678,Stefan Isidor Klein,1889,male,Cisleithania,Europe,"journalist, translator, writer","literature, translation from Hungarian, translation into German"
25282,http://www.wikidata.org/entity/Q21288148,Zdzisław Kleszczyński,1889,male,Second Polish Republic,Europe,"opinion journalist, poet, writer","literature, opinion journalism, poetry"
25283,http://www.wikidata.org/entity/Q5956382,Hyman Levy,1889,male,United Kingdom,Europe,"mathematician, philosopher",mathematics
25289,http://www.wikidata.org/entity/Q3919118,Q3919118,1889,male,Ukrainian Soviet Socialist Republic,Europe,"journalist, poet, writer","journalism, literature"
25291,http://www.wikidata.org/entity/Q56557309,Philippe Fauré-Frémiet,1889,male,France,Europe,"literary critic, musicologist, playwright, writer","literature, musicology"
